Meta:worker_code,about_how_many_kilometers_miles_did_you_drive_in_the_last_12_months,at_which_age_did_you_obtain_your_first_license_for_driving_a_car_or_motorcycle,have_you_read_and_understood_the_above_instructions,how_many_accidents_were_you_involved_in_when_driving_a_car_in_the_last_3_years_please_include_all_accidents_regardless_of_how_they_were_caused_how_slight_they_were_or_where_they_happened,how_often_do_you_do_the_following_becoming_angered_by_a_particular_type_of_driver_and_indicate_your_hostility_by_whatever_means_you_can,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_motorway,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_residential_road,how_often_do_you_do_the_following_driving_so_close_to_the_car_in_front_that_it_would_be_difficult_to_stop_in_an_emergency,how_often_do_you_do_the_following_racing_away_from_traffic_lights_with_the_intention_of_beating_the_driver_next_to_you,how_often_do_you_do_the_following_sounding_your_horn_to_indicate_your_annoyance_with_another_road_user,how_often_do_you_do_the_following_using_a_mobile_phone_without_a_hands_free_kit,if_you_answered_other_in_the_previous_question_please_describe_the_place_where_you_are_located_now_below,if_you_answered_other_in_the_previous_question_please_describe_your_input_device_below,in_which_type_of_place_are_you_located_now,in_which_year_do_you_think_that_most_cars_will_be_able_to_drive_fully_automatically_in_your_country_of_residence,on_average_how_often_did_you_drive_a_vehicle_in_the_last_12_months,please_provide_any_suggestions_that_could_help_engineers_to_build_safe_and_enjoyable_automated_cars,what_is_your_age,what_is_your_gender,what_is_your_primary_mode_of_transportation,which_input_device_are_you_using_now,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
U71607879297509DF65959B,5001__15000_km_3108__9321_mi,18.0,yes,1,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,4_to_6_times_per_month,,,indoor_dark,2888,every_day,most secured,30,male,private_vehicle,desktop_keyboard,,,25.0,26.0,,95.0,76.0,70.0,28.0,,,,,,28.0,,,72.0,82.0,98.0,,,69.0,62.0,21.0,73.0,,,81.0,17.0,31.0,,65.0,82.0,,,69.0,,,,83.0,85.0,,68.0,,77.0,73.0,,,34.0,,,69.0,73.0,72.0,74.0,76.0,,76.0,77.0,,74.0,86.0,20.0,,,,41.0,36.0,81.0,22.0,,78.0,,53.0,30.0,,75.0,,,,25.0,71.0,61.0,79.0,,78.0,,72.0,19.0,75.0,69.0,,72.0,,86.0,,,,34.0,25.0,,,22.0,61.0,,,,,,84.0,,,76.0,,,21.0,77.0,,26.0,,,,,,80.0,,,,,28.0,,,29.0,75.0,76.0,29.0,,72.0,24.0,68.0,,,,57.0,,,,72.0,,,33.0,,,,,34.0,,79.0,27.0,24.0,,,74.0,31.0,74.0,,,,,31.0,,,,,31.0,,34.0,,,,36.0,,11.0,,,33.0,,,71.0,,32.0,69.0,,,,,71.0,,,68.0,,68.0,23.0,,69.0,19.0,77.0,62.0,
U71607882288254DF6669B,5001__15000_km_3108__9321_mi,,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,7_to_9_times_per_month,0_times_per_month,,,indoor_dimlight,2030,every_day,,45,male,private_vehicle,desktop_keyboard,,,39.0,60.0,,40.0,41.0,,,,,80.0,61.0,,39.0,,,31.0,19.0,100.0,81.0,39.0,29.0,,,,,,,,40.0,,,,41.0,60.0,,61.0,,,,40.0,,,28.0,19.0,19.0,,,50.0,,80.0,,40.0,60.0,,60.0,,,20.0,,50.0,90.0,59.0,10.0,,,,,60.0,19.0,,79.0,,8.0,0.0,,31.0,,9.0,,,20.0,60.0,80.0,,31.0,,60.0,,60.0,69.0,,30.0,68.0,,71.0,,,,,,,,,59.0,,,,29.0,,,,,,20.0,18.0,31.0,20.0,,40.0,78.0,,,,,8.0,39.0,,,71.0,49.0,19.0,,0.0,40.0,,,,,72.0,9.0,,,40.0,,21.0,19.0,39.0,19.0,39.0,39.0,,0.0,,,,,30.0,20.0,,21.0,,,,,,39.0,71.0,,28.0,,,40.0,,,32.0,59.0,0.0,40.0,,9.0,50.0,,,30.0,,0.0,9.0,39.0,71.0,,,60.0,,39.0,30.0,39.0,39.0,,,,32.0,,60.0,,41.0,,40.0,
U71607881825422DF83139B,5001__15000_km_3108__9321_mi,22.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dark,2040,1_to_3_days_a_week,,38,male,private_vehicle,desktop_keyboard,,32.0,35.0,,24.0,,29.0,,4.0,,31.0,61.0,,4.0,23.0,1.0,,,8.0,59.0,,,,,2.0,,,,,,6.0,,,28.0,,24.0,46.0,4.0,,,,31.0,22.0,4.0,9.0,,25.0,45.0,,38.0,,,22.0,,14.0,,39.0,,,,,18.0,59.0,61.0,,,40.0,,,54.0,2.0,38.0,,16.0,25.0,20.0,,,,,,8.0,19.0,56.0,,1.0,,,,,,,69.0,12.0,38.0,25.0,,,13.0,15.0,,3.0,29.0,,,,3.0,,66.0,23.0,,42.0,60.0,,,19.0,,,,,9.0,5.0,14.0,8.0,24.0,,,,,,10.0,56.0,3.0,,4.0,,7.0,,56.0,,,,52.0,8.0,,1.0,6.0,,,4.0,,,80.0,,,5.0,57.0,4.0,,8.0,,0.0,11.0,,,62.0,31.0,,,,,53.0,,30.0,,1.0,,37.0,0.0,,,,,,38.0,,,4.0,,,,,52.0,,45.0,36.0,57.0,15.0,38.0,60.0,,26.0,66.0,16.0,,,,6.0,,29.0
U71607887683845DF11349B,20001__25000_km_12428__15534_mi,18.0,yes,3,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,4_to_6_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_dark,2050,every_day,,32,male,private_vehicle,desktop_keyboard,,,0.0,,,0.0,0.0,50.0,0.0,,,,,,0.0,,,,10.0,0.0,,,0.0,0.0,,0.0,,0.0,9.0,29.0,31.0,0.0,,,0.0,28.0,0.0,,,,30.0,0.0,0.0,1.0,,,0.0,,2.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,39.0,0.0,,0.0,40.0,0.0,,31.0,,0.0,,9.0,,0.0,,,,0.0,0.0,0.0,,,0.0,40.0,0.0,,,,,,0.0,,2.0,30.0,,,19.0,,0.0,,0.0,,29.0,0.0,29.0,,,,,50.0,0.0,,,0.0,,,,,26.0,,,1.0,0.0,,,,,30.0,29.0,50.0,31.0,,,19.0,20.0,,10.0,8.0,0.0,30.0,0.0,,,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,,,20.0,,,0.0,0.0,,0.0,,,0.0,50.0,,,,0.0,,,0.0,,,,,0.0,,19.0,1.0,0.0,,19.0,,,0.0,20.0,,,,,30.0,,19.0,29.0,0.0,19.0,,,,20.0,0.0,
U71607891555458DF53119B,0_km__mi,22.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2030,never,,26,female,public_transportation,laptop_keyboard,70.0,,31.0,,,77.0,,,,,53.0,78.0,,,,,,80.0,,33.0,,,60.0,20.0,,20.0,,,,20.0,40.0,60.0,65.0,,31.0,,40.0,,20.0,40.0,,80.0,28.0,,,29.0,60.0,40.0,28.0,60.0,,,,,20.0,20.0,40.0,,31.0,,25.0,,,79.0,40.0,10.0,31.0,30.0,40.0,60.0,,,,48.0,,40.0,,60.0,40.0,,51.0,,66.0,,,,,30.0,,,33.0,39.0,,,,60.0,,80.0,,,,,,,21.0,74.0,10.0,,66.0,60.0,,,61.0,60.0,,,23.0,,33.0,,,64.0,69.0,60.0,31.0,,8.0,,,,60.0,,,,65.0,60.0,,40.0,70.0,63.0,29.0,,60.0,,,,29.0,18.0,79.0,60.0,20.0,,40.0,,,20.0,,30.0,,68.0,,,,61.0,83.0,40.0,,,60.0,,,,,,53.0,9.0,29.0,,12.0,,50.0,,9.0,9.0,,,82.0,,,,,30.0,,31.0,,,40.0,61.0,40.0,92.0,,30.0,,,60.0,,,,40.0,
U71607900495125DF15339B,1__1000_km_1__621_mi,2017.0,no,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,3000,less_than_once_a_month,,43,female,public_transportation,laptop_keyboard,50.0,0.0,0.0,,50.0,0.0,,60.0,50.0,,60.0,,0.0,70.0,,0.0,40.0,60.0,,,61.0,,0.0,50.0,0.0,,,52.0,,,40.0,60.0,,,0.0,0.0,,,0.0,40.0,100.0,,,,,0.0,0.0,,,50.0,,40.0,,40.0,,,39.0,0.0,,0.0,,,59.0,,,,0.0,,50.0,60.0,,0.0,,,,,0.0,70.0,0.0,,,0.0,,,0.0,,69.0,40.0,,0.0,,19.0,50.0,,,,,,,,0.0,,,0.0,0.0,,0.0,50.0,60.0,0.0,,0.0,50.0,0.0,,,,,,,60.0,,0.0,20.0,50.0,0.0,0.0,,,0.0,50.0,,,,0.0,,19.0,39.0,40.0,69.0,80.0,0.0,50.0,,0.0,0.0,,,,,,,,39.0,50.0,,40.0,0.0,0.0,0.0,,,,89.0,,,,,,,40.0,,,,0.0,0.0,,,0.0,,0.0,,,,40.0,,,50.0,0.0,,,,39.0,60.0,,,,100.0,39.0,40.0,,,60.0,,50.0,50.0,,19.0,,
U71607902145718DF94599B,1001__5000_km_622__3107_mi,20.0,yes,1,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2035,1_to_3_days_a_week,i think that nothing else shoulbe done,29,female,private_vehicle,laptop_keyboard,,,11.0,45.0,3.0,,9.0,,,5.0,6.0,,30.0,,,,29.0,,,,,,9.0,0.0,0.0,11.0,14.0,9.0,3.0,,6.0,,,,,7.0,6.0,,12.0,,,6.0,8.0,,,,,,,,,24.0,,,,,39.0,,50.0,,,,,34.0,,0.0,10.0,,,6.0,,,13.0,6.0,5.0,8.0,,22.0,,4.0,100.0,,11.0,7.0,,,5.0,,,,0.0,4.0,,,8.0,11.0,0.0,,,7.0,0.0,0.0,,6.0,,30.0,0.0,,40.0,,11.0,,100.0,25.0,,1.0,,,10.0,26.0,,,,30.0,6.0,,6.0,6.0,0.0,5.0,7.0,,,,,7.0,60.0,6.0,,3.0,,63.0,14.0,0.0,,,,,6.0,6.0,,9.0,9.0,,8.0,10.0,,,12.0,4.0,0.0,,,3.0,,,,,,,,13.0,46.0,,,,8.0,,3.0,15.0,,12.0,7.0,0.0,,,,9.0,,10.0,,,19.0,15.0,,,,0.0,10.0,,5.0,3.0,,,11.0,11.0,,0.0,12.0,
U71607901982860DF17029B,1001__5000_km_622__3107_mi,25.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2025,1_to_3_days_a_week,,30,female,public_transportation,laptop_keyboard,46.0,,,40.0,,59.0,,61.0,,,,60.0,39.0,59.0,40.0,52.0,,,,,77.0,60.0,58.0,,,29.0,20.0,,40.0,19.0,30.0,,,,,60.0,,29.0,31.0,,60.0,,,19.0,,30.0,60.0,,31.0,55.0,39.0,,,40.0,57.0,30.0,59.0,10.0,60.0,60.0,24.0,,61.0,40.0,40.0,32.0,,59.0,,,,,,57.0,,,,32.0,60.0,40.0,39.0,,,,79.0,,,40.0,,,20.0,,,55.0,,,,73.0,27.0,,,20.0,59.0,,40.0,,,60.0,,,53.0,,60.0,,,,55.0,55.0,38.0,,,40.0,30.0,,,,,,,,,67.0,,39.0,53.0,60.0,,,59.0,,,61.0,60.0,40.0,40.0,,,30.0,,55.0,,61.0,60.0,,39.0,,,56.0,30.0,59.0,,,40.0,,60.0,,58.0,,59.0,,19.0,61.0,,,,,19.0,,,,,,19.0,,,,,60.0,,40.0,39.0,,,40.0,59.0,,56.0,,,60.0,17.0,31.0,40.0,53.0,58.0,40.0,,,,
U71607909929109DF98969B,1001__5000_km_622__3107_mi,22.0,yes,1,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dark,2030,every_day,technology,31,female,private_vehicle,desktop_keyboard,,40.0,44.0,,,,,,44.0,,40.0,,59.0,38.0,,46.0,,,41.0,37.0,99.0,,,60.0,57.0,37.0,77.0,,,,,38.0,55.0,,,,,,38.0,,,,,52.0,,,43.0,48.0,40.0,,95.0,,,82.0,48.0,40.0,,72.0,18.0,,,37.0,39.0,,,,40.0,,,,,,,41.0,37.0,,,41.0,40.0,61.0,38.0,,,,64.0,60.0,59.0,43.0,39.0,,,,,37.0,,39.0,63.0,,41.0,36.0,,,,42.0,56.0,,,,61.0,,,,,52.0,,43.0,40.0,60.0,,,42.0,35.0,,,46.0,,56.0,,,,59.0,,55.0,,,,38.0,,,,39.0,,54.0,,67.0,,,,,40.0,70.0,41.0,40.0,,,,,42.0,40.0,,40.0,,38.0,,,37.0,36.0,,,,,35.0,,,,43.0,60.0,44.0,46.0,37.0,,,,41.0,56.0,,,37.0,42.0,43.0,45.0,,39.0,48.0,67.0,,,,,,,38.0,46.0,37.0,,63.0,79.0,40.0,,41.0
U71607911796694DF77189B,1001__5000_km_622__3107_mi,26.0,yes,0,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2040,1_to_3_days_a_week,The car should have a moving sensor  far enough on both side of the car to be able to detect moving thing towards it. Accidents always happens when sometimes people (kids) immediately run on the streets.,36,female,private_vehicle,laptop_keyboard,60.0,,,0.0,0.0,0.0,,,30.0,,,70.0,,0.0,,0.0,,60.0,,40.0,80.0,,19.0,,0.0,0.0,19.0,,0.0,,,19.0,0.0,19.0,,40.0,,0.0,,60.0,0.0,39.0,0.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,19.0,,,,19.0,,60.0,,40.0,,,60.0,20.0,,40.0,,0.0,39.0,0.0,0.0,40.0,,,40.0,60.0,0.0,,,,,0.0,19.0,,,20.0,,,19.0,,,,0.0,,0.0,,19.0,,0.0,,,,19.0,19.0,,,0.0,20.0,60.0,,0.0,,,40.0,0.0,,0.0,,9.0,,0.0,,,,60.0,,,0.0,,,,31.0,,,0.0,0.0,0.0,19.0,19.0,19.0,,19.0,,70.0,20.0,19.0,,40.0,,,0.0,,0.0,0.0,,,,40.0,,,,0.0,60.0,,,,,0.0,,0.0,,0.0,,,,40.0,10.0,,0.0,0.0,39.0,,0.0,,19.0,,,,,,20.0,0.0,,,,,,40.0,20.0,,0.0
U71607921599792DF7829B,5001__15000_km_3108__9321_mi,18.0,yes,1,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,,,indoor_brightlight,2080,every_day,,47,male,private_vehicle,desktop_keyboard,91.0,,,72.0,,33.0,39.0,90.0,,41.0,,59.0,81.0,23.0,,29.0,30.0,,72.0,54.0,95.0,31.0,,,,,,,19.0,,,,,,,,64.0,8.0,44.0,,,74.0,36.0,9.0,61.0,,,,,61.0,31.0,,33.0,64.0,56.0,,66.0,,,31.0,30.0,,76.0,,62.0,,56.0,,,,,,35.0,36.0,27.0,,27.0,,27.0,,,,29.0,59.0,,,70.0,,,56.0,,29.0,69.0,,72.0,29.0,31.0,33.0,,67.0,,9.0,,,,31.0,10.0,,33.0,56.0,,,26.0,,30.0,28.0,30.0,39.0,29.0,,69.0,,,60.0,11.0,,,,60.0,,28.0,,,,26.0,,25.0,31.0,,31.0,,,,,,,,61.0,60.0,,32.0,14.0,,,40.0,28.0,,31.0,,30.0,,30.0,,,,28.0,,,,,,89.0,,,31.0,,23.0,,10.0,,59.0,,,30.0,27.0,43.0,37.0,,,,,35.0,59.0,20.0,87.0,25.0,42.0,72.0,,,,,31.0,,,64.0,,31.0,43.0,
U71607923282145DF17149B,15001__20000_km_9322__12427_mi,18.0,yes,3,1_to_3_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2050,4_to_6_days_a_week,,25,male,motorcycle,laptop_keyboard,,88.0,,,77.0,58.0,82.0,80.0,89.0,,,,,,87.0,85.0,,,89.0,70.0,,,72.0,,40.0,77.0,74.0,,81.0,,91.0,70.0,85.0,,79.0,,,74.0,75.0,,,,,,,80.0,87.0,85.0,71.0,76.0,77.0,,77.0,89.0,,,,,87.0,,85.0,73.0,77.0,100.0,,29.0,,98.0,,,,,74.0,89.0,,,20.0,78.0,40.0,73.0,,76.0,,,86.0,38.0,,,,,22.0,,83.0,86.0,,75.0,,86.0,,,79.0,,92.0,14.0,,74.0,27.0,,87.0,74.0,,,,93.0,88.0,,75.0,,84.0,75.0,58.0,,,53.0,,71.0,,85.0,,,,,76.0,80.0,85.0,,,68.0,,68.0,80.0,,,37.0,78.0,85.0,,,,89.0,60.0,,,74.0,71.0,,100.0,74.0,,75.0,,,,87.0,,93.0,,,74.0,,79.0,,,,,,,82.0,85.0,96.0,,,68.0,33.0,75.0,,80.0,,,76.0,76.0,,,83.0,,,,,,,,,95.0,79.0,84.0,,,,74.0,
U71607939743763DF85979B,1001__5000_km_622__3107_mi,32.0,yes,1,1_to_3_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2030,4_to_6_days_a_week,no,53,female,private_vehicle,desktop_keyboard,,53.0,41.0,,17.0,53.0,15.0,,15.0,13.0,,53.0,57.0,,,11.0,58.0,,40.0,20.0,,12.0,29.0,13.0,8.0,,8.0,,,,,11.0,,,,,,7.0,,12.0,11.0,56.0,,,15.0,,10.0,6.0,,,,,54.0,56.0,,,6.0,5.0,,,,,,,42.0,,,,,10.0,31.0,,,,54.0,,7.0,52.0,8.0,17.0,,7.0,12.0,6.0,,4.0,5.0,,,,10.0,,,55.0,,,13.0,,17.0,60.0,,16.0,35.0,,,,,,57.0,,,60.0,55.0,55.0,10.0,35.0,54.0,,55.0,,6.0,,,,,,5.0,8.0,22.0,12.0,,,,22.0,,56.0,,57.0,,,,,10.0,13.0,11.0,,,,,15.0,,,41.0,,,,44.0,11.0,53.0,,13.0,,,31.0,10.0,,,38.0,14.0,13.0,16.0,13.0,16.0,,,,54.0,,,,,7.0,8.0,,,,,,24.0,,40.0,,60.0,56.0,55.0,54.0,,,57.0,,26.0,55.0,54.0,55.0,57.0,,,12.0,,64.0
U71607940512693DF13449B,1001__5000_km_622__3107_mi,21.0,yes,2,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2030,every_day,,30,male,private_vehicle,laptop_keyboard,,1.0,64.0,,,,,,,,12.0,75.0,,,,,1.0,,,,,,15.0,,16.0,,,10.0,,,15.0,3.0,,,,,1.0,,,,,1.0,2.0,,67.0,,,0.0,68.0,,,27.0,,,,13.0,,,,1.0,,0.0,,,6.0,,12.0,25.0,17.0,,,,2.0,,4.0,27.0,2.0,83.0,0.0,4.0,,13.0,0.0,,,,,45.0,3.0,,,19.0,,75.0,52.0,11.0,83.0,20.0,,0.0,68.0,16.0,55.0,,,,37.0,,,,,21.0,,,,16.0,1.0,,,,32.0,,22.0,,,,,,,14.0,,82.0,,,,,9.0,,87.0,,,,5.0,3.0,,,0.0,,,33.0,5.0,,,,0.0,73.0,,,42.0,2.0,0.0,7.0,79.0,60.0,14.0,,,,19.0,,1.0,25.0,0.0,9.0,,0.0,8.0,,,65.0,,0.0,8.0,,17.0,0.0,,,,0.0,2.0,4.0,,19.0,,15.0,,0.0,,16.0,3.0,3.0,,17.0,55.0,2.0,,79.0,,1.0
U71607941385101DF50059B,5001__15000_km_3108__9321_mi,36.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dimlight,2030,4_to_6_days_a_week,"I hope automated cars will have the ability to safely manoeuvre through roadworks. They will need systems to navigate roadways with cones etc, which can sometimes be confusing for human drivers. Perhaps they could just follow the car in front.",57,male,private_vehicle,desktop_keyboard,,14.0,,32.0,,25.0,,,60.0,47.0,23.0,,9.0,34.0,22.0,,13.0,59.0,45.0,30.0,24.0,,18.0,,,,,,,,,,26.0,31.0,,,,20.0,,,18.0,30.0,12.0,,,16.0,,,44.0,,20.0,15.0,13.0,,,34.0,,,13.0,16.0,,23.0,26.0,42.0,,8.0,30.0,,,19.0,,,,35.0,39.0,17.0,,17.0,,56.0,31.0,10.0,,,32.0,,31.0,,,,,34.0,60.0,,15.0,27.0,,,,15.0,,32.0,,3.0,,,6.0,19.0,,21.0,27.0,40.0,,29.0,,55.0,,43.0,28.0,,,24.0,19.0,,33.0,,,,,,19.0,46.0,,,,,,,,59.0,,,,14.0,18.0,,,16.0,,21.0,,,60.0,,11.0,,,,,60.0,59.0,,,,30.0,,,14.0,64.0,30.0,,,,20.0,26.0,,9.0,,,,15.0,,55.0,,,11.0,50.0,,40.0,35.0,39.0,33.0,23.0,31.0,40.0,17.0,,19.0,19.0,,,,31.0,39.0,,26.0,,27.0,15.0,
U71607943385608DF53479B,5001__15000_km_3108__9321_mi,19.0,yes,0,4_to_6_times_per_month,4_to_6_times_per_month,0_times_per_month,4_to_6_times_per_month,0_times_per_month,4_to_6_times_per_month,4_to_6_times_per_month,,,indoor_brightlight,2050,4_to_6_days_a_week,,41,male,private_vehicle,laptop_keyboard,,,26.0,,,,13.0,6.0,16.0,,6.0,7.0,,9.0,20.0,7.0,,27.0,19.0,40.0,,,,0.0,,0.0,5.0,,20.0,0.0,,19.0,18.0,19.0,,,,13.0,19.0,,52.0,22.0,20.0,,,11.0,,,,20.0,,,,,,,,,,,,,,,23.0,0.0,,,12.0,9.0,,,,,19.0,11.0,0.0,,21.0,7.0,6.0,,,,,0.0,,,5.0,,,,,30.0,,28.0,0.0,,,29.0,19.0,,40.0,,20.0,,,,,,,,40.0,,,28.0,,6.0,,0.0,,19.0,,,31.0,,7.0,,,,9.0,,6.0,,,9.0,31.0,39.0,,,,,20.0,19.0,19.0,,6.0,9.0,40.0,19.0,,7.0,,19.0,7.0,,19.0,,,19.0,,9.0,20.0,19.0,7.0,19.0,8.0,,,8.0,,,6.0,28.0,,,,10.0,,,19.0,0.0,,0.0,,,,,,,,25.0,,,52.0,19.0,5.0,,,9.0,,,,26.0,8.0,10.0,,20.0,,29.0
U71607942981600DF47779B,50001__100000_km_31070__62137_mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2050,1_to_3_days_a_week,Use sensors to monitor proximity to fixed or moving objects that may represent danger. Speed ​​control according to what is allowed in each way,51,female,private_vehicle,desktop_keyboard,20.0,,19.0,,,,,20.0,,,40.0,,19.0,,20.0,40.0,20.0,,20.0,30.0,19.0,,,,40.0,,,,,,,,,18.0,40.0,20.0,20.0,20.0,1.0,,,40.0,19.0,,,20.0,59.0,20.0,22.0,,20.0,,40.0,,,,19.0,,20.0,,20.0,,,40.0,21.0,,,20.0,20.0,,,21.0,,,21.0,,,40.0,,40.0,40.0,20.0,,,0.0,60.0,21.0,0.0,80.0,39.0,,39.0,,,31.0,,,39.0,,,19.0,19.0,39.0,39.0,19.0,20.0,,,40.0,,31.0,20.0,40.0,19.0,,59.0,,,,,,,31.0,,,,0.0,20.0,40.0,,,,,60.0,40.0,19.0,,,,40.0,20.0,,38.0,,,,29.0,20.0,,21.0,20.0,20.0,,,,,19.0,20.0,20.0,,,0.0,20.0,,59.0,20.0,19.0,,20.0,40.0,,,,,,0.0,,,40.0,,,39.0,19.0,,,,,,39.0,19.0,,,,40.0,60.0,0.0,,,,30.0,,20.0,,,40.0,,20.0,20.0,20.0,
U71607945422107DF58469B,1__1000_km_1__621_mi,18.0,yes,0,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2100,less_than_once_a_month,people detection systems,39,female,public_transportation,desktop_keyboard,,,,,19.0,,18.0,,18.0,,59.0,,,,,89.0,,83.0,,64.0,,68.0,0.0,79.0,,61.0,,,,,,,,,,20.0,,,0.0,,,,,,5.0,,81.0,88.0,0.0,81.0,20.0,,72.0,40.0,,,63.0,,,61.0,,4.0,,,,18.0,60.0,13.0,0.0,,0.0,,60.0,,,,,20.0,0.0,,,,,65.0,80.0,,81.0,65.0,100.0,,,61.0,60.0,100.0,,,,,,69.0,0.0,,,0.0,,,0.0,,83.0,,,60.0,100.0,,,,61.0,60.0,,61.0,,100.0,7.0,,,,100.0,,,,,,66.0,100.0,61.0,,0.0,,,,0.0,0.0,61.0,,,,80.0,0.0,,,,6.0,72.0,,60.0,83.0,61.0,3.0,,,,0.0,79.0,,6.0,41.0,,33.0,,67.0,0.0,,,,16.0,,0.0,8.0,,20.0,,,,18.0,,,,,,100.0,,,59.0,,,62.0,18.0,,,,2.0,,74.0,19.0,,39.0,,100.0,61.0,
U71607957372482DF78989B,1001__5000_km_622__3107_mi,21.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2150,once_a_month_to_once_a_week,,31,female,public_transportation,laptop_keyboard,81.0,60.0,69.0,79.0,60.0,,,,,,,,,61.0,,,60.0,,,60.0,,,,,81.0,,,,60.0,,19.0,71.0,,60.0,88.0,,,,,,,,70.0,80.0,,,,,70.0,,61.0,,,,,,41.0,,69.0,,68.0,80.0,,,70.0,80.0,,80.0,,,59.0,40.0,,,,60.0,,,70.0,80.0,,,,,66.0,81.0,,40.0,,67.0,70.0,,68.0,40.0,60.0,80.0,81.0,,,,,,72.0,79.0,,,,40.0,60.0,,,,81.0,,70.0,69.0,,,41.0,,,,71.0,61.0,,,70.0,74.0,60.0,80.0,,60.0,,,,69.0,,,,70.0,,,68.0,72.0,,,,,79.0,,71.0,71.0,61.0,,60.0,,69.0,40.0,,80.0,,40.0,,40.0,,,81.0,81.0,80.0,60.0,69.0,,61.0,,81.0,,70.0,,71.0,81.0,,61.0,70.0,,19.0,70.0,39.0,70.0,70.0,,,60.0,40.0,,,80.0,,71.0,60.0,70.0,40.0,,,,70.0,69.0,60.0,60.0,,
